Perangkat Daerah,Dokumen,Jenis rekomendasi,Paket,Jumlah,Satuan,Status,Pagu anggaran,Tanggal Pengajuan,Tanggal Pemeriksaan,Durasi Proses
Kelurahan Bertais,"[{""id"":8183,""rekomendasi_id"":2352,""jenis_dokumen_id"":1,""no_surat"":""59\/KEL-BTS\/XI\/2023"",""tanggal_surat"":""2023-11-13"",""file_surat"":""file_surat_permohonan\/SP_Kelurahan_Bertais_1699929286.pdf"",""barcode"":null,""created_at"":""2023-11-14T02:34:46.000000Z"",""updated_at"":""2023-11-14T02:34:46.000000Z""},{""id"":8202,""rekomendasi_id"":2352,""jenis_dokumen_id"":3,""no_surat"":""027.2\/403\/diskominfo\/XI\/2023"",""tanggal_surat"":""2023-11-15"",""file_surat"":""file_surat_rekomendasi\/SR_Kelurahan_Bertais_2352.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-rekomendasisr-kelurahan-bertais-2352pdfqrcode.png"",""created_at"":""2023-11-15T07:14:05.000000Z"",""updated_at"":""2023-11-15T07:14:05.000000Z""},{""id"":8532,""rekomendasi_id"":2352,""jenis_dokumen_id"":5,""no_surat"":""65\/KEL-BTS\/XI\/2023"",""tanggal_surat"":""2023-11-23"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_Kelurahan_Bertais_1701677049.pdf"",""barcode"":null,""created_at"":""2023-12-04T08:04:09.000000Z"",""updated_at"":""2023-12-04T08:04:09.000000Z""},{""id"":8597,""rekomendasi_id"":2352,""jenis_dokumen_id"":7,""no_surat"":""027.2\/403\/diskominfo\/XI\/2023"",""tanggal_surat"":""2023-12-07"",""file_surat"":""file_surat_pemeriksaan\/SHP_Kelurahan_Bertais_2352.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-pemeriksaan3qrcode.png"",""created_at"":""2023-12-07T04:09:07.000000Z"",""updated_at"":""2023-12-07T04:09:07.000000Z""}]",Pengadaan Barang/Jasa,PC,1.0,Unit,Hasil pemeriksaan terbit,15000000,2023-11-14,2023-12-07,23
Badan Penanggulangan Bencana Daerah,"[{""id"":8185,""rekomendasi_id"":2353,""jenis_dokumen_id"":1,""no_surat"":""443.1\/1031\/BPBD\/XI\/2023"",""tanggal_surat"":""2023-11-22"",""file_surat"":""file_surat_permohonan\/SP_Badan_Penanggulangan_Bencana_Daerah_1700700674.pdf"",""barcode"":null,""created_at"":""2023-11-14T07:56:49.000000Z"",""updated_at"":""2023-11-23T00:51:14.000000Z""},{""id"":8356,""rekomendasi_id"":2353,""jenis_dokumen_id"":3,""no_surat"":""027.2\/447\/diskominfo\/XI\/2023 "",""tanggal_surat"":""2023-11-24"",""file_surat"":""file_surat_rekomendasi\/SR_Badan_Penanggulangan_Bencana_Daerah_2353.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-rekomendasisr-badan-penanggulangan-bencana-daerah-2353pdfqrcode.png"",""created_at"":""2023-11-24T02:26:35.000000Z"",""updated_at"":""2023-11-24T02:26:35.000000Z""},{""id"":8503,""rekomendasi_id"":2353,""jenis_dokumen_id"":5,""no_surat"":""443.1\/1047\/BPBD\/XI\/2023"",""tanggal_surat"":""2023-11-28"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_Badan_Penanggulangan_Bencana_Daerah_1701395689.pdf"",""barcode"":null,""created_at"":""2023-12-01T01:54:49.000000Z"",""updated_at"":""2023-12-01T01:54:49.000000Z""},{""id"":8567,""rekomendasi_id"":2353,""jenis_dokumen_id"":7,""no_surat"":""027.2\/447\/diskominfo\/XI\/2023 "",""tanggal_surat"":""2023-12-06"",""file_surat"":""file_surat_pemeriksaan\/SHP_Badan_Penanggulangan_Bencana_Daerah_2353.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-pemeriksaan3qrcode.png"",""created_at"":""2023-12-06T01:34:09.000000Z"",""updated_at"":""2023-12-06T01:34:10.000000Z""}]",Pengadaan Barang/Jasa,Laptop,1.0,Unit,Hasil pemeriksaan terbit,22000000,2023-11-14,2023-12-06,22
Badan Penanggulangan Bencana Daerah,"[{""id"":8186,""rekomendasi_id"":2354,""jenis_dokumen_id"":1,""no_surat"":""443.1\/1030\/BPBD\/XI\/2023"",""tanggal_surat"":""2023-11-22"",""file_surat"":""file_surat_permohonan\/SP_Badan_Penanggulangan_Bencana_Daerah_1700700391.pdf"",""barcode"":null,""created_at"":""2023-11-14T08:05:43.000000Z"",""updated_at"":""2023-11-23T00:46:31.000000Z""},{""id"":8355,""rekomendasi_id"":2354,""jenis_dokumen_id"":3,""no_surat"":""027.2\/446\/diskominfo\/XI\/2023 "",""tanggal_surat"":""2023-11-24"",""file_surat"":""file_surat_rekomendasi\/SR_Badan_Penanggulangan_Bencana_Daerah_2354.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-rekomendasisr-badan-penanggulangan-bencana-daerah-2354pdfqrcode.png"",""created_at"":""2023-11-24T02:25:35.000000Z"",""updated_at"":""2023-11-24T02:25:35.000000Z""},{""id"":8502,""rekomendasi_id"":2354,""jenis_dokumen_id"":5,""no_surat"":""443.1\/1047\/BPBD\/XI\/2023"",""tanggal_surat"":""2023-11-28"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_Badan_Penanggulangan_Bencana_Daerah_1701395639.pdf"",""barcode"":null,""created_at"":""2023-12-01T01:53:59.000000Z"",""updated_at"":""2023-12-01T01:53:59.000000Z""},{""id"":8566,""rekomendasi_id"":2354,""jenis_dokumen_id"":7,""no_surat"":""027.2\/446\/diskominfo\/XI\/2023 "",""tanggal_surat"":""2023-12-06"",""file_surat"":""file_surat_pemeriksaan\/SHP_Badan_Penanggulangan_Bencana_Daerah_2354.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-pemeriksaan3qrcode.png"",""created_at"":""2023-12-06T01:33:18.000000Z"",""updated_at"":""2023-12-06T01:33:18.000000Z""}]",Pengadaan Barang/Jasa,Scanner,1.0,Unit,Hasil pemeriksaan terbit,20000000,2023-11-14,2023-12-06,22
Kecamatan Mataram,"[{""id"":8187,""rekomendasi_id"":2355,""jenis_dokumen_id"":1,""no_surat"":""202\/790\/CM\/XI\/2023"",""tanggal_surat"":""2023-11-14"",""file_surat"":""file_surat_permohonan\/SP_Kecamatan_Mataram_1699950818.pdf"",""barcode"":null,""created_at"":""2023-11-14T08:33:38.000000Z"",""updated_at"":""2023-11-14T08:33:38.000000Z""},{""id"":8201,""rekomendasi_id"":2355,""jenis_dokumen_id"":3,""no_surat"":""027.2\/402\/diskominfo\/XI\/2023"",""tanggal_surat"":""2023-11-15"",""file_surat"":""file_surat_rekomendasi\/SR_Kecamatan_Mataram_2355.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-rekomendasisr-kecamatan-mataram-2355pdfqrcode.png"",""created_at"":""2023-11-15T07:11:06.000000Z"",""updated_at"":""2023-11-15T07:11:06.000000Z""},{""id"":8284,""rekomendasi_id"":2355,""jenis_dokumen_id"":5,""no_surat"":""790\/2049\/CM\/XI\/2023"",""tanggal_surat"":""2023-11-16"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_Kecamatan_Mataram_1700526433.pdf"",""barcode"":null,""created_at"":""2023-11-21T00:27:13.000000Z"",""updated_at"":""2023-11-21T00:27:13.000000Z""},{""id"":8327,""rekomendasi_id"":2355,""jenis_dokumen_id"":7,""no_surat"":""027.2\/402\/diskominfo\/XI\/2023"",""tanggal_surat"":""2023-11-23"",""file_surat"":""file_surat_pemeriksaan\/SHP_Kecamatan_Mataram_2355.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-pemeriksaan3qrcode.png"",""created_at"":""2023-11-23T01:30:50.000000Z"",""updated_at"":""2023-11-23T01:30:50.000000Z""}]",Pengadaan Barang/Jasa,Printer,1.0,Unit,Hasil pemeriksaan terbit,4500000,2023-11-14,2023-11-23,9
Dinas Sosial,"[{""id"":8189,""rekomendasi_id"":2356,""jenis_dokumen_id"":1,""no_surat"":""000.3.2\/989\/Sosial\/X\/2023"",""tanggal_surat"":""2023-10-31"",""file_surat"":""file_surat_permohonan\/SP_Dinas_Sosial_1699952953.pdf"",""barcode"":null,""created_at"":""2023-11-14T09:09:13.000000Z"",""updated_at"":""2023-11-14T09:09:13.000000Z""},{""id"":8256,""rekomendasi_id"":2356,""jenis_dokumen_id"":3,""no_surat"":""027.2\/421\/diskominfo\/XI\/2023 "",""tanggal_surat"":""2023-11-17"",""file_surat"":""file_surat_rekomendasi\/SR_Dinas_Sosial_2356.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-rekomendasisr-dinas-sosial-2356pdfqrcode.png"",""created_at"":""2023-11-17T00:38:23.000000Z"",""updated_at"":""2023-11-17T00:38:24.000000Z""},{""id"":8319,""rekomendasi_id"":2356,""jenis_dokumen_id"":5,""no_surat"":""000.3.2\/1061.a\/Sosial\/XI\/2023"",""tanggal_surat"":""2023-11-16"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_Dinas_Sosial_1700641685.pdf"",""barcode"":null,""created_at"":""2023-11-22T08:28:05.000000Z"",""updated_at"":""2023-11-22T08:28:05.000000Z""},{""id"":8322,""rekomendasi_id"":2356,""jenis_dokumen_id"":7,""no_surat"":""027.2\/421\/diskominfo\/XI\/2023 "",""tanggal_surat"":""2023-11-23"",""file_surat"":""file_surat_pemeriksaan\/SHP_Dinas_Sosial_2356.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-pemeriksaan3qrcode.png"",""created_at"":""2023-11-23T00:17:35.000000Z"",""updated_at"":""2023-11-23T00:17:35.000000Z""}]",Pengadaan Barang/Jasa,Printer,2.0,Unit,Hasil pemeriksaan terbit,6000000,2023-11-14,2023-11-23,9
Dinas Sosial,"[{""id"":8190,""rekomendasi_id"":2357,""jenis_dokumen_id"":1,""no_surat"":""000.3.2\/990\/Sosial\/X\/2023"",""tanggal_surat"":""2023-10-31"",""file_surat"":""file_surat_permohonan\/SP_Dinas_Sosial_1699954172.pdf"",""barcode"":null,""created_at"":""2023-11-14T09:29:32.000000Z"",""updated_at"":""2023-11-14T09:29:32.000000Z""},{""id"":8200,""rekomendasi_id"":2357,""jenis_dokumen_id"":3,""no_surat"":""027.2\/401\/diskominfo\/XI\/2023"",""tanggal_surat"":""2023-11-15"",""file_surat"":""file_surat_rekomendasi\/SR_Dinas_Sosial_2357.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-rekomendasisr-dinas-sosial-2357pdfqrcode.png"",""created_at"":""2023-11-15T07:10:41.000000Z"",""updated_at"":""2023-11-15T07:10:41.000000Z""},{""id"":8277,""rekomendasi_id"":2357,""jenis_dokumen_id"":5,""no_surat"":""000.3.2\/1061.b\/Sosial\/XI\/2023"",""tanggal_surat"":""2023-11-16"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_Dinas_Sosial_1700443506.pdf"",""barcode"":null,""created_at"":""2023-11-20T01:25:06.000000Z"",""updated_at"":""2023-11-20T01:25:06.000000Z""},{""id"":8321,""rekomendasi_id"":2357,""jenis_dokumen_id"":7,""no_surat"":""027.2\/401\/diskominfo\/XI\/2023"",""tanggal_surat"":""2023-11-22"",""file_surat"":""file_surat_pemeriksaan\/SHP_Dinas_Sosial_2357.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-pemeriksaan3qrcode.png"",""created_at"":""2023-11-22T12:21:20.000000Z"",""updated_at"":""2023-11-22T12:21:20.000000Z""}]",Pengadaan Barang/Jasa,PC,1.0,Unit,Hasil pemeriksaan terbit,15000000,2023-11-14,2023-11-22,8
Dinas Sosial,"[{""id"":8191,""rekomendasi_id"":2358,""jenis_dokumen_id"":1,""no_surat"":""000.3.2\/1014\/Sosial\/XI\/2023"",""tanggal_surat"":""2023-11-06"",""file_surat"":""file_surat_permohonan\/SP_Dinas_Sosial_1699955043.pdf"",""barcode"":null,""created_at"":""2023-11-14T09:44:03.000000Z"",""updated_at"":""2023-11-14T09:44:03.000000Z""},{""id"":8199,""rekomendasi_id"":2358,""jenis_dokumen_id"":3,""no_surat"":""027.2\/400\/diskominfo\/XI\/2023"",""tanggal_surat"":""2023-11-15"",""file_surat"":""file_surat_rekomendasi\/SR_Dinas_Sosial_2358.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-rekomendasisr-dinas-sosial-2358pdfqrcode.png"",""created_at"":""2023-11-15T07:07:38.000000Z"",""updated_at"":""2023-11-15T07:07:38.000000Z""},{""id"":8278,""rekomendasi_id"":2358,""jenis_dokumen_id"":5,""no_surat"":""000.3.2\/1061Sosial\/XI\/2023"",""tanggal_surat"":""2023-11-16"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_Dinas_Sosial_1700446114.pdf"",""barcode"":null,""created_at"":""2023-11-20T02:08:34.000000Z"",""updated_at"":""2023-11-20T02:08:34.000000Z""},{""id"":8320,""rekomendasi_id"":2358,""jenis_dokumen_id"":7,""no_surat"":""027.2\/400\/diskominfo\/XI\/2023"",""tanggal_surat"":""2023-11-22"",""file_surat"":""file_surat_pemeriksaan\/SHP_Dinas_Sosial_2358.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-pemeriksaan3qrcode.png"",""created_at"":""2023-11-22T09:23:35.000000Z"",""updated_at"":""2023-11-22T09:23:35.000000Z""}]",Pengadaan Barang/Jasa,Laptop,1.0,Unit,Hasil pemeriksaan terbit,18000000,2023-11-14,2023-11-22,8
Dinas Lingkungan Hidup,"[{""id"":8196,""rekomendasi_id"":2360,""jenis_dokumen_id"":1,""no_surat"":""999\/028\/DLH\/XI\/2023"",""tanggal_surat"":""2023-11-13"",""file_surat"":""file_surat_permohonan\/SP_Dinas_Lingkungan_Hidup_1700015179.pdf"",""barcode"":null,""created_at"":""2023-11-15T02:26:19.000000Z"",""updated_at"":""2023-11-15T02:26:19.000000Z""},{""id"":8198,""rekomendasi_id"":2360,""jenis_dokumen_id"":3,""no_surat"":""027.2\/399\/diskominfo\/XI\/2023"",""tanggal_surat"":""2023-11-15"",""file_surat"":""file_surat_rekomendasi\/SR_Dinas_Lingkungan_Hidup_2360.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-rekomendasisr-dinas-lingkungan-hidup-2360pdfqrcode.png"",""created_at"":""2023-11-15T07:06:54.000000Z"",""updated_at"":""2023-11-15T07:06:54.000000Z""},{""id"":8343,""rekomendasi_id"":2360,""jenis_dokumen_id"":5,""no_surat"":""027\/1019\/DLH-XI\/2023"",""tanggal_surat"":""2023-11-23"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_Dinas_Lingkungan_Hidup_1700733626.pdf"",""barcode"":null,""created_at"":""2023-11-23T10:00:26.000000Z"",""updated_at"":""2023-11-23T10:00:26.000000Z""},{""id"":8376,""rekomendasi_id"":2360,""jenis_dokumen_id"":7,""no_surat"":""027.2\/399\/diskominfo\/XI\/2023"",""tanggal_surat"":""2023-11-27"",""file_surat"":""file_surat_pemeriksaan\/SHP_Dinas_Lingkungan_Hidup_2360.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-pemeriksaan3qrcode.png"",""created_at"":""2023-11-27T01:45:41.000000Z"",""updated_at"":""2023-11-27T01:45:41.000000Z""}]",Pengadaan Barang/Jasa,PC,3.0,Unit,Hasil pemeriksaan terbit,45000000,2023-11-15,2023-11-27,12
Dinas Pendidikan,"[{""id"":8220,""rekomendasi_id"":2361,""jenis_dokumen_id"":1,""no_surat"":""400.3.1\/122\/Disdik\/XI\/2023"",""tanggal_surat"":""2023-11-07"",""file_surat"":""file_surat_permohonan\/SP_Dinas_Pendidikan_1700095202.pdf"",""barcode"":null,""created_at"":""2023-11-16T00:40:02.000000Z"",""updated_at"":""2023-11-16T00:40:02.000000Z""},{""id"":8255,""rekomendasi_id"":2361,""jenis_dokumen_id"":3,""no_surat"":""027.2\/420\/diskominfo\/XI\/2023 "",""tanggal_surat"":""2023-11-17"",""file_surat"":""file_surat_rekomendasi\/SR_Dinas_Pendidikan_2361.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-rekomendasisr-dinas-pendidikan-2361pdfqrcode.png"",""created_at"":""2023-11-17T00:37:36.000000Z"",""updated_at"":""2023-11-17T00:37:36.000000Z""},{""id"":8679,""rekomendasi_id"":2361,""jenis_dokumen_id"":5,""no_surat"":""000.3\/710\/Disdik\/XII\/2023"",""tanggal_surat"":""2023-12-11"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_Dinas_Pendidikan_1702516202.pdf"",""barcode"":null,""created_at"":""2023-12-14T01:10:02.000000Z"",""updated_at"":""2023-12-14T01:10:02.000000Z""},{""id"":8746,""rekomendasi_id"":2361,""jenis_dokumen_id"":7,""no_surat"":""027.2\/420\/diskominfo\/XI\/2023 "",""tanggal_surat"":""2023-12-21"",""file_surat"":""file_surat_pemeriksaan\/SHP_Dinas_Pendidikan_2361.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-pemeriksaan3qrcode.png"",""created_at"":""2023-12-21T01:37:17.000000Z"",""updated_at"":""2023-12-21T01:37:18.000000Z""}]",Pengadaan Barang/Jasa,Proyektor/LCD,2.0,Unit,Hasil pemeriksaan terbit,39405000,2023-11-16,2023-12-21,35
Badan Keuangan Daerah,"[{""id"":8221,""rekomendasi_id"":2362,""jenis_dokumen_id"":1,""no_surat"":""000.3\/46\/BKD\/XI\/2023"",""tanggal_surat"":""2023-11-15"",""file_surat"":""file_surat_permohonan\/SP_Badan_Keuangan_Daerah_1700095888.pdf"",""barcode"":null,""created_at"":""2023-11-16T00:51:28.000000Z"",""updated_at"":""2023-11-16T00:51:28.000000Z""},{""id"":8254,""rekomendasi_id"":2362,""jenis_dokumen_id"":3,""no_surat"":""027.2\/419\/diskominfo\/XI\/2023 "",""tanggal_surat"":""2023-11-17"",""file_surat"":""file_surat_rekomendasi\/SR_Badan_Keuangan_Daerah_2362.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-rekomendasisr-badan-keuangan-daerah-2362pdfqrcode.png"",""created_at"":""2023-11-17T00:36:31.000000Z"",""updated_at"":""2023-11-17T00:36:31.000000Z""},{""id"":8720,""rekomendasi_id"":2362,""jenis_dokumen_id"":5,""no_surat"":""000.3\/93\/BKD\/XII\/2023"",""tanggal_surat"":""2023-12-18"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_Badan_Keuangan_Daerah_1702884853.pdf"",""barcode"":null,""created_at"":""2023-12-18T07:34:13.000000Z"",""updated_at"":""2023-12-18T07:34:13.000000Z""},{""id"":8730,""rekomendasi_id"":2362,""jenis_dokumen_id"":7,""no_surat"":""027.2\/419\/diskominfo\/XI\/2023 "",""tanggal_surat"":""2023-12-19"",""file_surat"":""file_surat_pemeriksaan\/SHP_Badan_Keuangan_Daerah_2362.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-pemeriksaan3qrcode.png"",""created_at"":""2023-12-19T06:08:33.000000Z"",""updated_at"":""2023-12-19T06:08:33.000000Z""}]",Pengadaan Barang/Jasa,PC,3.0,Unit,Hasil pemeriksaan terbit,105000000,2023-11-16,2023-12-19,33
Badan Keuangan Daerah,"[{""id"":8222,""rekomendasi_id"":2363,""jenis_dokumen_id"":1,""no_surat"":""000.3\/46\/BKD\/XI\/2023"",""tanggal_surat"":""2023-11-15"",""file_surat"":""file_surat_permohonan\/SP_Badan_Keuangan_Daerah_1700096018.pdf"",""barcode"":null,""created_at"":""2023-11-16T00:53:38.000000Z"",""updated_at"":""2023-11-16T00:53:38.000000Z""},{""id"":8253,""rekomendasi_id"":2363,""jenis_dokumen_id"":3,""no_surat"":""027.2\/418\/diskominfo\/XI\/2023 "",""tanggal_surat"":""2023-11-17"",""file_surat"":""file_surat_rekomendasi\/SR_Badan_Keuangan_Daerah_2363.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-rekomendasisr-badan-keuangan-daerah-2363pdfqrcode.png"",""created_at"":""2023-11-17T00:35:35.000000Z"",""updated_at"":""2023-11-17T00:35:35.000000Z""},{""id"":8719,""rekomendasi_id"":2363,""jenis_dokumen_id"":5,""no_surat"":""000.3\/93\/BKD\/XII\/2023"",""tanggal_surat"":""2023-12-18"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_Badan_Keuangan_Daerah_1702884802.pdf"",""barcode"":null,""created_at"":""2023-12-18T07:33:22.000000Z"",""updated_at"":""2023-12-18T07:33:22.000000Z""},{""id"":8731,""rekomendasi_id"":2363,""jenis_dokumen_id"":7,""no_surat"":""027.2\/418\/diskominfo\/XI\/2023 "",""tanggal_surat"":""2023-12-19"",""file_surat"":""file_surat_pemeriksaan\/SHP_Badan_Keuangan_Daerah_2363.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-pemeriksaan3qrcode.png"",""created_at"":""2023-12-19T06:18:34.000000Z"",""updated_at"":""2023-12-19T06:18:34.000000Z""}]",Pengadaan Barang/Jasa,PC,21.0,Unit,Hasil pemeriksaan terbit,420000000,2023-11-16,2023-12-19,33
Badan Keuangan Daerah,"[{""id"":8224,""rekomendasi_id"":2364,""jenis_dokumen_id"":1,""no_surat"":""000.3\/46\/BKD\/XI\/2023"",""tanggal_surat"":""2023-11-15"",""file_surat"":""file_surat_permohonan\/SP_Badan_Keuangan_Daerah_1700097517.pdf"",""barcode"":null,""created_at"":""2023-11-16T01:18:37.000000Z"",""updated_at"":""2023-11-16T01:18:37.000000Z""},{""id"":8252,""rekomendasi_id"":2364,""jenis_dokumen_id"":3,""no_surat"":""027.2\/417\/diskominfo\/XI\/2023 "",""tanggal_surat"":""2023-11-17"",""file_surat"":""file_surat_rekomendasi\/SR_Badan_Keuangan_Daerah_2364.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-rekomendasisr-badan-keuangan-daerah-2364pdfqrcode.png"",""created_at"":""2023-11-17T00:34:25.000000Z"",""updated_at"":""2023-11-17T00:34:25.000000Z""},{""id"":8697,""rekomendasi_id"":2364,""jenis_dokumen_id"":5,""no_surat"":""000.3\/90\/BKD\/XII\/2023"",""tanggal_surat"":""2023-12-13"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_Badan_Keuangan_Daerah_1702598451.pdf"",""barcode"":null,""created_at"":""2023-12-15T00:00:51.000000Z"",""updated_at"":""2023-12-15T00:00:51.000000Z""},{""id"":8709,""rekomendasi_id"":2364,""jenis_dokumen_id"":7,""no_surat"":""027.2\/417\/diskominfo\/XI\/2023 "",""tanggal_surat"":""2023-12-15"",""file_surat"":""file_surat_pemeriksaan\/SHP_Badan_Keuangan_Daerah_2364.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-pemeriksaan3qrcode.png"",""created_at"":""2023-12-15T02:38:15.000000Z"",""updated_at"":""2023-12-15T02:38:15.000000Z""}]",Pengadaan Barang/Jasa,Printer,6.0,Unit,Hasil pemeriksaan terbit,30000000,2023-11-16,2023-12-15,29
Badan Keuangan Daerah,"[{""id"":8225,""rekomendasi_id"":2365,""jenis_dokumen_id"":1,""no_surat"":""000.3\/46\/BKD\/XI\/2023"",""tanggal_surat"":""2023-11-15"",""file_surat"":""file_surat_permohonan\/SP_Badan_Keuangan_Daerah_1700097665.pdf"",""barcode"":null,""created_at"":""2023-11-16T01:21:05.000000Z"",""updated_at"":""2023-11-16T01:21:05.000000Z""},{""id"":8260,""rekomendasi_id"":2365,""jenis_dokumen_id"":3,""no_surat"":""027.2\/425\/diskominfo\/XI\/2023 "",""tanggal_surat"":""2023-11-17"",""file_surat"":""file_surat_rekomendasi\/SR_Badan_Keuangan_Daerah_2365.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-rekomendasisr-badan-keuangan-daerah-2365pdfqrcode.png"",""created_at"":""2023-11-17T00:43:05.000000Z"",""updated_at"":""2023-11-17T00:43:05.000000Z""},{""id"":8696,""rekomendasi_id"":2365,""jenis_dokumen_id"":5,""no_surat"":""000.3\/90\/BKD\/XII\/2023"",""tanggal_surat"":""2023-12-13"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_Badan_Keuangan_Daerah_1702598419.pdf"",""barcode"":null,""created_at"":""2023-12-15T00:00:19.000000Z"",""updated_at"":""2023-12-15T00:00:19.000000Z""},{""id"":8708,""rekomendasi_id"":2365,""jenis_dokumen_id"":7,""no_surat"":""027.2\/425\/diskominfo\/XI\/2023 "",""tanggal_surat"":""2023-12-15"",""file_surat"":""file_surat_pemeriksaan\/SHP_Badan_Keuangan_Daerah_2365.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-pemeriksaan3qrcode.png"",""created_at"":""2023-12-15T02:37:20.000000Z"",""updated_at"":""2023-12-15T02:37:20.000000Z""}]",Pengadaan Barang/Jasa,Printer,6.0,Unit,Hasil pemeriksaan terbit,18000000,2023-11-16,2023-12-15,29
